chromo,strand,start,end,count,alt3,alt5,alt3+5,skip,constitLevel,inclLevel,3usageLevel,5usageLevel,OnlyESTexonCount,genename
chr4,+,8218270,8218347,10,1,0,0,0,0.909,1.000,0.909,1.000,0,SH3TC1
chr4,+,8233362,8233513,26,1,0,0,0,0.963,1.000,0.963,1.000,0,SH3TC1
chr4,+,8449697,8449888,6,3,0,0,0,0.667,1.000,0.667,1.000,0,TRMT44
chr4,+,8601122,8601497,34,2,0,0,0,0.944,1.000,0.944,1.000,3,"GPR78,CPZ"
chr4,-,10078890,10079001,135,2,0,0,0,0.985,1.000,0.985,1.000,3,WDR1
chr4,-,10087706,10087940,104,1,0,0,0,0.990,1.000,0.990,1.000,2,WDR1
chr4,-,10116112,10116234,945,4,0,0,0,0.996,1.000,0.996,1.000,15,WDR1
chr4,-,13528150,13528246,4,2,0,0,0,0.667,1.000,0.667,1.000,0,LINC01097
chr4,-,13581019,13581054,8,3,0,0,0,0.727,1.000,0.727,1.000,0,BOD1L1
chr4,-,13609294,13609406,4,1,0,0,0,0.800,1.000,0.800,1.000,0,BOD1L1
chr4,-,14477346,14477458,4,2,0,0,0,0.667,1.000,0.667,1.000,0,LINC00504
chr4,+,15527446,15527656,9,1,0,0,0,0.900,1.000,0.900,1.000,0,CC2D2A
chr4,+,15569292,15569389,5,1,0,0,0,0.833,1.000,0.833,1.000,0,CC2D2A
chr4,-,15636493,15636676,56,1,0,0,0,0.982,1.000,0.982,1.000,1,FBXL5
chr4,+,15687000,15687148,11,3,0,0,0,0.786,1.000,0.786,1.000,2,FAM200B
chr4,+,15707510,15707646,26,1,0,0,0,0.963,1.000,0.963,1.000,0,BST1
chr4,-,15985956,15986037,25,1,0,0,0,0.962,1.000,0.962,1.000,1,PROM1
chr4,-,16023325,16023415,33,1,0,0,0,0.971,1.000,0.971,1.000,2,PROM1
chr4,-,16075686,16076118,103,1,0,0,0,0.990,1.000,0.990,1.000,1,PROM1
chr4,-,17511949,17512055,2,1,0,0,0,0.667,1.000,0.667,1.000,19,onlyEST
chr4,+,17584971,17585136,98,3,0,0,0,0.970,1.000,0.970,1.000,1,LAP3
chr4,+,17823646,17823770,23,1,0,0,0,0.958,1.000,0.958,1.000,0,NCAPG
chr4,-,22335040,22335167,7,1,0,0,0,0.875,1.000,0.875,1.000,0,onlyEST
chr4,-,22413600,22413814,10,1,0,0,0,0.909,1.000,0.909,1.000,0,ADGRA3
chr4,-,23824279,23824353,16,2,0,0,0,0.889,1.000,0.889,1.000,0,PPARGC1A
chr4,-,24537050,24537173,39,1,0,0,0,0.975,1.000,0.975,1.000,1,DHX15
chr4,+,25662707,25662842,13,7,0,0,0,0.650,1.000,0.650,1.000,0,SLC34A2
chr4,+,25669646,25669842,14,1,0,0,0,0.933,1.000,0.933,1.000,1,SLC34A2
chr4,-,25765325,25765435,27,1,0,0,0,0.964,1.000,0.964,1.000,0,SEL1L3
chr4,+,26659596,26659707,21,1,0,0,0,0.955,1.000,0.955,1.000,0,TBC1D19
chr4,+,26666332,26666405,17,1,0,0,0,0.944,1.000,0.944,1.000,0,TBC1D19
chr4,+,37839847,37839931,124,2,0,0,0,0.984,1.000,0.984,1.000,5,PGM2
chr4,+,38054198,38054338,60,1,0,0,0,0.984,1.000,0.984,1.000,0,TBC1D1
chr4,+,38124961,38125131,34,1,0,0,0,0.971,1.000,0.971,1.000,2,TBC1D1
chr4,-,38624421,38624579,1,1,0,0,0,0.500,1.000,0.500,1.000,0,KLF3-AS1
chr4,+,38905754,38905861,29,1,0,0,0,0.967,1.000,0.967,1.000,3,FAM114A1
chr4,+,38914920,38915073,19,1,0,0,0,0.950,1.000,0.950,1.000,0,FAM114A1
chr4,-,38971031,38971137,6,1,0,0,0,0.857,1.000,0.857,1.000,0,TMEM156
chr4,+,39228485,39228690,6,1,0,0,0,0.857,1.000,0.857,1.000,1,WDR19
chr4,+,39446331,39447475,3,1,0,0,0,0.750,1.000,0.750,1.000,0,KLB
chr4,-,39514082,39514184,248,3,0,0,0,0.988,1.000,0.988,1.000,2,UGDH
chr4,-,39866860,39866997,22,1,0,0,0,0.957,1.000,0.957,1.000,0,PDS5A
chr4,+,40142672,40142861,5,1,0,0,0,0.833,1.000,0.833,1.000,0,N4BP2
chr4,-,40432650,40432862,9,1,0,0,0,0.900,1.000,0.900,1.000,0,RBM47
chr4,-,40437770,40438924,6,1,0,0,0,0.857,1.000,0.857,1.000,2,RBM47
chr4,-,40825886,40825970,32,7,0,0,0,0.821,1.000,0.821,1.000,0,APBB2
chr4,-,40944864,40945073,6,5,0,0,0,0.545,1.000,0.545,1.000,0,APBB2
chr4,+,41257608,41257737,604,2,0,0,0,0.997,1.000,0.997,1.000,36,UCHL1
chr4,+,41261714,41261800,580,1,0,0,0,0.998,1.000,0.998,1.000,22,UCHL1
chr4,+,41680005,41680098,40,1,0,0,0,0.976,1.000,0.976,1.000,1,LIMCH1
chr4,+,41682332,41682460,34,2,0,0,0,0.944,1.000,0.944,1.000,0,LIMCH1
chr4,+,42018110,42018170,265,4,0,0,0,0.985,1.000,0.985,1.000,1,SLC30A9
chr4,+,42066549,42066621,33,1,0,0,0,0.971,1.000,0.971,1.000,1,SLC30A9
chr4,-,42151656,42151673,2,2,0,0,0,0.500,1.000,0.500,1.000,5,BEND4
chr4,-,42455296,42455419,10,2,0,0,0,0.833,1.000,0.833,1.000,0,ATP8A1
chr4,+,44680693,44680842,57,1,0,0,0,0.983,1.000,0.983,1.000,0,GUF1
chr4,+,44683234,44683318,29,1,0,0,0,0.967,1.000,0.967,1.000,0,GUF1
chr4,+,44689285,44689409,15,1,0,0,0,0.938,1.000,0.938,1.000,0,GUF1
chr4,+,47467488,47467623,1,1,0,0,0,0.500,1.000,0.500,1.000,0,RP11-731J8.3
chr4,+,47536685,47536938,6,3,0,0,0,0.667,1.000,0.667,1.000,0,ATP10D
chr4,+,47557663,47558273,2,1,0,0,0,0.667,1.000,0.667,1.000,1,ATP10D
chr4,-,47626404,47626521,5,1,0,0,0,0.833,1.000,0.833,1.000,0,CORIN
chr4,-,47763378,47763586,10,1,0,0,0,0.909,1.000,0.909,1.000,0,CORIN
chr4,+,47875176,47875331,2,1,0,0,0,0.667,1.000,0.667,1.000,0,RP11-121C2.3
chr4,-,48149556,48149690,4,2,0,0,0,0.667,1.000,0.667,1.000,0,TEC
chr4,-,48546066,48546271,3,1,0,0,0,0.750,1.000,0.750,1.000,0,FRYL
chr4,-,48904483,48904611,96,1,0,0,0,0.990,1.000,0.990,1.000,0,OCIAD2
chr4,+,52051546,52051791,2,1,0,0,0,0.667,1.000,0.667,1.000,0,onlyEST
chr4,-,52627949,52628163,116,2,0,0,0,0.983,1.000,0.983,1.000,2,USP46
chr4,+,52948282,52948552,3,2,0,0,0,0.600,1.000,0.600,1.000,0,RP11-752D24.2
chr4,+,53383772,53383876,162,2,0,0,0,0.988,1.000,0.988,1.000,2,"RP11-231C18.3,FIP1L1"
chr4,+,53399729,53399839,29,3,0,0,0,0.906,1.000,0.906,1.000,2,"RP11-231C18.3,FIP1L1"
chr4,+,54274840,54274973,9,1,0,0,0,0.900,1.000,0.900,1.000,0,PDGFRA
chr4,+,54703723,54703892,9,2,0,0,0,0.818,1.000,0.818,1.000,0,KIT
chr4,+,54731327,54731419,14,2,0,0,0,0.875,1.000,0.875,1.000,0,KIT
chr4,-,55438281,55438537,16,1,0,0,0,0.941,1.000,0.941,1.000,0,CLOCK
chr4,+,55892634,55892711,24,1,0,0,0,0.960,1.000,0.960,1.000,0,EXOC1
chr4,+,55999490,55999645,4,1,0,0,0,0.800,1.000,0.800,1.000,0,CEP135
chr4,+,56314039,56316689,5,1,0,0,0,0.833,1.000,0.833,1.000,5,KIAA1211
chr4,-,56406494,56406701,108,2,0,0,0,0.982,1.000,0.982,1.000,2,PPAT
chr4,+,56448417,56448597,221,1,0,0,0,0.995,1.000,0.995,1.000,12,PAICS
chr4,+,56450618,56450702,125,1,0,0,0,0.992,1.000,0.992,1.000,10,PAICS
chr4,+,56471719,56471843,260,1,0,0,0,0.996,1.000,0.996,1.000,5,SRP72
chr4,-,56820535,56820579,47,1,0,0,0,0.979,1.000,0.979,1.000,0,SPINK2
chr4,+,57017559,57017728,44,1,0,0,0,0.978,1.000,0.978,1.000,2,POLR2B
chr4,-,57033194,57033311,173,2,0,0,0,0.989,1.000,0.989,1.000,1,IGFBP7
chr4,-,58987815,58987889,1,1,0,0,0,0.500,1.000,0.500,1.000,0,RP11-340A13.1
chr4,+,61892655,61892958,2,1,0,0,0,0.667,1.000,0.667,1.000,0,ADGRL3
chr4,-,65404373,65404479,9,3,0,0,0,0.750,1.000,0.750,1.000,0,EPHA5
chr4,-,67492179,67492275,15,1,0,0,0,0.938,1.000,0.938,1.000,0,CENPC
chr4,-,67519216,67519502,15,2,0,0,0,0.882,1.000,0.882,1.000,0,CENPC
chr4,-,67530814,67530914,38,1,0,0,0,0.974,1.000,0.974,1.000,0,CENPC
chr4,+,67583573,67583702,18,1,0,0,0,0.947,1.000,0.947,1.000,0,STAP1
chr4,-,67641150,67641228,14,1,0,0,0,0.933,1.000,0.933,1.000,0,UBA6
chr4,-,67678438,67678533,43,1,0,0,0,0.977,1.000,0.977,1.000,0,UBA6
chr4,-,67744567,67744787,13,1,0,0,0,0.929,1.000,0.929,1.000,0,GNRHR
chr4,+,68060614,68063221,1,1,0,0,0,0.500,1.000,0.500,1.000,0,UBA6-AS1
chr4,-,68318689,68318729,30,10,0,0,0,0.750,1.000,0.750,1.000,1,YTHDC1
chr4,-,68945305,68945454,14,2,0,0,0,0.875,1.000,0.875,1.000,0,UGT2A3
chr4,-,69755069,69755261,3,1,0,0,0,0.750,1.000,0.750,1.000,0,SULT1B1
chr4,+,69936565,69936607,12,1,0,0,0,0.923,1.000,0.923,1.000,0,CSN1S1
chr4,-,69958908,69958953,11,2,0,0,0,0.846,1.000,0.846,1.000,0,CSN2
chr4,+,70522754,70522838,5,2,0,0,0,0.714,1.000,0.714,1.000,0,AMTN
chr4,+,70601417,70601654,14,1,0,0,0,0.933,1.000,0.933,1.000,1,AMBN
chr4,+,70602623,70602662,14,1,0,0,0,0.933,1.000,0.933,1.000,0,AMBN
chr4,+,70793784,70793904,5,1,0,0,0,0.833,1.000,0.833,1.000,0,RUFY3
chr4,-,71752517,71752650,32,1,0,0,0,0.970,1.000,0.970,1.000,2,GC
chr4,-,71765431,71765643,139,3,0,0,0,0.979,1.000,0.979,1.000,0,GC
chr4,-,73064777,73064899,9,2,0,0,0,0.818,1.000,0.818,1.000,1,COX18
chr4,-,73078641,73078890,23,1,0,0,0,0.958,1.000,0.958,1.000,2,ANKRD17
chr4,-,73085248,73085446,28,1,0,0,0,0.966,1.000,0.966,1.000,3,ANKRD17
chr4,-,73135116,73135265,19,7,0,0,0,0.731,1.000,0.731,1.000,1,ANKRD17
chr4,+,73442295,73442428,149,1,0,0,0,0.993,1.000,0.993,1.000,6,AFP
chr4,+,73443346,73443444,118,1,0,0,0,0.992,1.000,0.992,1.000,6,AFP
chr4,+,73869668,73869792,55,1,0,0,0,0.982,1.000,0.982,1.000,0,CXCL1
chr4,+,75724819,75724885,1,1,0,0,0,0.500,1.000,0.500,1.000,1,onlyEST
chr4,+,75810431,75810539,50,1,0,0,0,0.980,1.000,0.980,1.000,0,USO1
chr4,-,75866188,75866352,3,1,0,0,0,0.750,1.000,0.750,1.000,0,PPEF2
chr4,-,75888213,75888328,4,2,0,0,0,0.667,1.000,0.667,1.000,0,PPEF2
chr4,-,75896270,75896404,2,1,0,0,0,0.667,1.000,0.667,1.000,0,PPEF2
chr4,-,75960065,75960192,20,1,0,0,0,0.952,1.000,0.952,1.000,0,SDAD1
chr4,-,75981371,75981470,78,21,0,0,0,0.788,1.000,0.788,1.000,2,SDAD1
chr4,-,76117663,76117774,31,1,0,0,0,0.969,1.000,0.969,1.000,1,NUP54
chr4,-,76403137,76403280,4,3,0,0,0,0.571,1.000,0.571,1.000,0,CCDC158
chr4,+,77157369,77157506,2,2,0,0,0,0.500,1.000,0.500,1.000,0,CCNG2
chr4,-,77756861,77756951,10,1,0,0,0,0.909,1.000,0.909,1.000,0,CNOT6L
chr4,-,77774529,77774716,19,3,0,0,0,0.864,1.000,0.864,1.000,0,CNOT6L
chr4,+,78496804,78496961,4,2,0,0,0,0.667,1.000,0.667,1.000,0,FRAS1
chr4,+,78595380,78595437,58,6,0,0,0,0.906,1.000,0.906,1.000,6,ANXA3
chr4,-,78917760,78917880,3,1,0,0,0,0.750,1.000,0.750,1.000,0,PAQR3
chr4,-,81448068,81448281,6,2,0,0,0,0.750,1.000,0.750,1.000,0,RASGEF1B
chr4,-,82427189,82427304,180,2,0,0,0,0.989,1.000,0.989,1.000,8,HNRNPDL
chr4,+,82454721,82454854,50,2,0,0,0,0.962,1.000,0.962,1.000,2,ENOPH1
chr4,-,82502726,82502794,108,1,0,0,0,0.991,1.000,0.991,1.000,1,TMEM150C
chr4,-,82614892,82615019,2,1,0,0,0,0.667,1.000,0.667,1.000,0,LINC00575
chr4,-,82853569,82853715,61,1,0,0,0,0.984,1.000,0.984,1.000,0,SEC31A
chr4,+,83045625,83045705,234,1,0,0,0,0.996,1.000,0.996,1.000,2,COPS4
chr4,-,83272086,83272172,32,2,0,0,0,0.941,1.000,0.941,1.000,3,COQ2
chr4,-,83469031,83469151,21,1,0,0,0,0.955,1.000,0.955,1.000,0,FAM175A
chr4,-,83482153,83482244,54,1,0,0,0,0.982,1.000,0.982,1.000,0,FAM175A
chr4,+,83581561,83581832,9,1,0,0,0,0.900,1.000,0.900,1.000,1,GPAT3
chr4,+,84969724,84969876,20,1,0,0,0,0.952,1.000,0.952,1.000,0,WDFY3-AS2
chr4,+,87084119,87084164,17,2,0,0,0,0.895,1.000,0.895,1.000,0,AFF1
chr4,+,87134470,87134694,5,1,0,0,0,0.833,1.000,0.833,1.000,0,AFF1
chr4,-,87480371,87480520,80,1,0,0,0,0.988,1.000,0.988,1.000,1,SPARCL1
chr4,-,87482423,87482560,72,1,0,0,0,0.986,1.000,0.986,1.000,3,SPARCL1
chr4,-,87491617,87491690,114,3,0,0,0,0.974,1.000,0.974,1.000,1,SPARCL1
chr4,-,87493581,87494598,10,5,0,0,0,0.667,1.000,0.667,1.000,29,SPARCL1
chr4,-,87529044,87529373,4,5,0,0,0,0.444,1.000,0.444,1.000,10,SPARCL1
chr4,+,87977058,87977097,1668,1,0,0,0,0.999,1.000,0.999,1.000,25,SPP1
chr4,+,88036219,88036353,5,1,0,0,0,0.833,1.000,0.833,1.000,0,PKD2
chr4,-,88095519,88095609,25,1,0,0,0,0.962,1.000,0.962,1.000,0,ABCG2
chr4,-,88113302,88113553,22,1,0,0,0,0.957,1.000,0.957,1.000,1,ABCG2
chr4,+,88383220,88383380,52,2,0,0,0,0.963,1.000,0.963,1.000,0,HERC6
chr4,+,88398141,88398209,9,2,0,0,0,0.818,1.000,0.818,1.000,0,HERC6
chr4,-,88419573,88419699,2,1,0,0,0,0.667,1.000,0.667,1.000,0,onlyEST
chr4,+,88463854,88463985,6,1,0,0,0,0.857,1.000,0.857,1.000,0,HERC5
chr4,-,88749770,88749909,23,1,0,0,0,0.958,1.000,0.958,1.000,1,FAM13A
chr4,-,88758753,88758901,13,2,0,0,0,0.867,1.000,0.867,1.000,0,FAM13A
chr4,-,89029459,89029649,33,1,0,0,0,0.971,1.000,0.971,1.000,0,FAM13A
chr4,+,94278922,94279050,12,6,0,0,0,0.667,1.000,0.667,1.000,0,SMARCAD1
chr4,+,94654459,94654640,27,1,0,0,0,0.964,1.000,0.964,1.000,3,PDLIM5
chr4,+,94657426,94657547,31,3,0,0,0,0.912,1.000,0.912,1.000,0,PDLIM5
chr4,+,98293407,98293515,166,79,0,0,0,0.678,1.000,0.678,1.000,0,RAP1GDS1
chr4,+,98421254,98421394,30,6,0,0,0,0.833,1.000,0.833,1.000,2,RAP1GDS1
chr4,-,98478684,98478810,35,3,0,0,0,0.921,1.000,0.921,1.000,1,TSPAN5
chr4,+,98934435,98934587,1,1,0,0,0,0.500,1.000,0.500,1.000,0,RP11-571L19.7
chr4,+,99041042,99041126,85,1,0,0,0,0.988,1.000,0.988,1.000,2,METAP1
chr4,-,99081364,99081452,735,1,0,0,0,0.999,1.000,0.999,1.000,11,ADH5
chr4,-,99559153,99559361,17,16,0,0,0,0.515,1.000,0.515,1.000,0,TRMT10A
chr4,-,99885541,99885675,245,1,0,0,0,0.996,1.000,0.996,1.000,1,LAMTOR3
chr4,-,99949662,99949740,1277,3,0,0,0,0.998,1.000,0.998,1.000,22,H2AFZ
chr4,+,102584681,102584820,34,1,0,0,0,0.971,1.000,0.971,1.000,5,NFKB1
chr4,+,102596137,102596332,31,1,0,0,0,0.969,1.000,0.969,1.000,0,NFKB1
chr4,-,103092599,103092696,394,2,0,0,0,0.995,1.000,0.995,1.000,2,BDH2
chr4,-,103095202,103095281,387,2,0,0,0,0.995,1.000,0.995,1.000,7,BDH2
chr4,-,103138350,103138449,6,5,0,0,0,0.545,1.000,0.545,1.000,1,CENPE
chr4,-,105334385,105334501,1,1,0,0,0,0.500,1.000,0.500,1.000,0,onlyEST
chr4,+,106331671,106331883,49,2,0,0,0,0.961,1.000,0.961,1.000,6,AIMP1
chr4,-,107687038,107687177,91,2,0,0,0,0.978,1.000,0.978,1.000,0,PAPSS1
chr4,-,108078219,108078382,50,4,0,0,0,0.926,1.000,0.926,1.000,1,LEF1
chr4,-,108759748,108759908,70,1,0,0,0,0.986,1.000,0.986,1.000,0,ETNPPL
chr4,+,109506327,109506512,10,6,0,0,0,0.625,1.000,0.625,1.000,0,SEC24B
chr4,+,109823964,109824033,26,1,0,0,0,0.963,1.000,0.963,1.000,3,GAR1
chr4,-,110198246,110198367,34,1,0,0,0,0.971,1.000,0.971,1.000,3,ELOVL6
chr4,+,112265008,112265067,19,1,0,0,0,0.950,1.000,0.950,1.000,3,AP1AR
chr4,+,112377729,112377898,17,16,0,0,0,0.515,1.000,0.515,1.000,4,ALPK1
chr4,+,112411826,112412025,15,1,0,0,0,0.938,1.000,0.938,1.000,0,ALPK1
chr4,+,112423943,112424003,16,1,0,0,0,0.941,1.000,0.941,1.000,0,ALPK1
chr4,+,113317706,113317809,16,4,0,0,0,0.800,1.000,0.800,1.000,0,ANK2
chr4,+,113353044,113359299,1,1,0,0,0,0.500,1.000,0.500,1.000,0,ANK2
chr4,+,113363337,113363469,33,1,0,0,0,0.971,1.000,0.971,1.000,0,ANK2
chr4,+,117361400,117361506,1,1,0,0,0,0.500,1.000,0.500,1.000,0,AC113617.1
chr4,+,117428693,117428767,1,1,0,0,0,0.500,1.000,0.500,1.000,0,LINC01378
chr4,+,118697181,118697323,19,1,0,0,0,0.950,1.000,0.950,1.000,0,METTL14
chr4,-,118815027,118815155,15,6,0,0,0,0.714,1.000,0.714,1.000,0,SEC24D
chr4,-,121669601,121669724,147,1,0,0,0,0.993,1.000,0.993,1.000,1,ANXA5
chr4,-,121762726,121762798,13,1,0,0,0,0.929,1.000,0.929,1.000,0,TMEM155
chr4,+,122224500,122224677,2,1,0,0,0,0.667,1.000,0.667,1.000,0,KIAA1109
chr4,+,122315461,122315688,5,1,0,0,0,0.833,1.000,0.833,1.000,0,KIAA1109
chr4,+,122328103,122328357,7,1,0,0,0,0.875,1.000,0.875,1.000,0,KIAA1109
chr4,+,122380061,122380241,109,6,0,0,0,0.948,1.000,0.948,1.000,1,ADAD1
chr4,+,122396251,122396377,23,1,0,0,0,0.958,1.000,0.958,1.000,0,ADAD1
chr4,+,122411254,122411392,7,4,0,0,0,0.636,1.000,0.636,1.000,0,ADAD1
chr4,+,122927633,122927758,16,5,0,0,0,0.762,1.000,0.762,1.000,0,SPATA5
chr4,+,123652786,123652902,5,2,0,0,0,0.714,1.000,0.714,1.000,0,LINC01091
chr4,+,125446292,125446543,1,1,0,0,0,0.500,1.000,0.500,1.000,0,FAT4
chr4,+,127687677,127687867,6,1,0,0,0,0.857,1.000,0.857,1.000,0,INTU
chr4,-,127957500,127957592,79,4,0,0,0,0.952,1.000,0.952,1.000,0,MFSD8
chr4,+,128011672,128011700,11,4,0,0,0,0.733,1.000,0.733,1.000,1,ABHD18
chr4,+,128848979,128849167,41,2,0,0,0,0.953,1.000,0.953,1.000,0,JADE1
chr4,+,133150140,133152771,1,1,0,0,0,0.500,1.000,0.500,1.000,0,onlyEST
chr4,-,137528731,137528817,13,12,0,0,0,0.520,1.000,0.520,1.000,0,PCDH18
chr4,-,139071865,139072003,21,19,0,0,0,0.525,1.000,0.525,1.000,1,ELF2
chr4,+,139336847,139336952,79,2,0,0,0,0.975,1.000,0.975,1.000,0,NAA15
chr4,+,139384831,139384978,13,1,0,0,0,0.929,1.000,0.929,1.000,0,NAA15
chr4,+,140343620,140343708,5,1,0,0,0,0.833,1.000,0.833,1.000,0,SCOC
chr4,-,140563317,140563518,9,3,0,0,0,0.750,1.000,0.750,1.000,0,UCP1
chr4,-,140624115,140624219,12,1,0,0,0,0.923,1.000,0.923,1.000,0,TBC1D9
chr4,+,141719365,141719476,11,4,0,0,0,0.733,1.000,0.733,1.000,0,IL15
chr4,+,143209563,143209657,13,1,0,0,0,0.929,1.000,0.929,1.000,1,USP38
chr4,+,143514073,143514101,2,2,0,0,0,0.500,1.000,0.500,1.000,3,onlyEST
chr4,+,144658789,144658946,18,1,0,0,0,0.947,1.000,0.947,1.000,0,HHIP
chr4,-,145155568,145155686,5,1,0,0,0,0.833,1.000,0.833,1.000,0,OTUD4
chr4,+,145834972,145835294,1,1,0,0,0,0.500,1.000,0.500,1.000,0,RP11-181K12.2
chr4,+,147573208,147573306,1,1,0,0,0,0.500,1.000,0.500,1.000,0,RP11-752L20.5
chr4,+,150220705,150220778,9,6,0,0,0,0.600,1.000,0.600,1.000,0,DCLK2
chr4,-,150282449,150282646,22,1,0,0,0,0.957,1.000,0.957,1.000,1,LRBA
chr4,-,150321190,150321368,13,2,0,0,0,0.867,1.000,0.867,1.000,3,LRBA
chr4,-,150325808,150325898,25,1,0,0,0,0.962,1.000,0.962,1.000,0,LRBA
chr4,-,151128169,151128356,27,1,0,0,0,0.964,1.000,0.964,1.000,2,SH3D19
chr4,-,151139774,151139847,26,1,0,0,0,0.963,1.000,0.963,1.000,1,SH3D19
chr4,-,151174669,151175674,2,1,0,0,0,0.667,1.000,0.667,1.000,0,SH3D19
chr4,-,151701328,151701518,14,1,0,0,0,0.933,1.000,0.933,1.000,0,GATB
chr4,-,152346929,152347071,107,3,0,0,0,0.973,1.000,0.973,1.000,0,FBXW7
chr4,+,152882722,152882880,17,1,0,0,0,0.944,1.000,0.944,1.000,0,ARFIP1
chr4,+,153275892,153276130,18,1,0,0,0,0.947,1.000,0.947,1.000,3,TRIM2
chr4,+,153295312,153296036,7,1,0,0,0,0.875,1.000,0.875,1.000,0,TRIM2
chr4,+,153584834,153584931,7,3,0,0,0,0.700,1.000,0.700,1.000,1,KIAA0922
chr4,+,153587741,153587811,12,1,0,0,0,0.923,1.000,0.923,1.000,0,KIAA0922
chr4,+,153603801,153604430,6,1,0,0,0,0.857,1.000,0.857,1.000,0,KIAA0922
chr4,+,153622897,153623083,14,1,0,0,0,0.933,1.000,0.933,1.000,0,KIAA0922
chr4,-,154334867,154335104,4,1,0,0,0,0.800,1.000,0.800,1.000,0,DCHS2
chr4,+,154566488,154566672,451,1,0,0,0,0.998,1.000,0.998,1.000,19,FGB
chr4,-,154604896,154605066,79,1,0,0,0,0.988,1.000,0.988,1.000,2,FGG
chr4,-,154608465,154608650,204,1,0,0,0,0.995,1.000,0.995,1.000,12,FGG
chr4,-,155360167,155360415,10,1,0,0,0,0.909,1.000,0.909,1.000,0,MAP9
chr4,-,155368585,155368809,7,6,0,0,0,0.538,1.000,0.538,1.000,0,MAP9
chr4,+,155696755,155697122,40,7,0,0,0,0.851,1.000,0.851,1.000,0,GUCY1A3
chr4,+,155802341,155802579,18,2,0,0,0,0.900,1.000,0.900,1.000,0,GUCY1B3
chr4,+,155910024,155910211,26,1,0,0,0,0.963,1.000,0.963,1.000,4,TDO2
chr4,-,158155610,158155825,41,1,0,0,0,0.976,1.000,0.976,1.000,0,FAM198B
chr4,+,158599325,158599431,48,6,0,0,0,0.889,1.000,0.889,1.000,0,RXFP1
chr4,+,158639259,158639331,20,2,0,0,0,0.909,1.000,0.909,1.000,0,RXFP1
chr4,-,158715561,158715684,34,1,0,0,0,0.971,1.000,0.971,1.000,2,PPID
chr4,-,162033624,162033655,10,9,0,0,0,0.526,1.000,0.526,1.000,0,FSTL5
chr4,-,163545595,163545743,24,2,0,0,0,0.923,1.000,0.923,1.000,1,MARCH1
chr4,-,164976687,164976825,11,3,0,0,0,0.786,1.000,0.786,1.000,0,TRIM61
chr4,-,168395958,168396124,4,1,0,0,0,0.800,1.000,0.800,1.000,0,DDX60L
chr4,-,169122099,169122266,9,1,0,0,0,0.900,1.000,0.900,1.000,0,SH3RF1
chr4,-,173333499,173333669,379,2,0,0,0,0.995,1.000,0.995,1.000,4,HMGB2
chr4,-,173528734,173528986,3,1,0,0,0,0.750,1.000,0.750,1.000,1,HAND2
chr4,-,174728474,174728698,8,1,0,0,0,0.889,1.000,0.889,1.000,0,GLRA3
chr4,+,176168671,176168783,4,2,0,0,0,0.667,1.000,0.667,1.000,0,WDR17
chr4,-,176193452,176193582,67,1,0,0,0,0.985,1.000,0.985,1.000,0,SPATA4
chr4,-,182894488,182894605,170,1,0,0,0,0.994,1.000,0.994,1.000,3,DCTD
chr4,+,183680119,183680267,26,1,0,0,0,0.963,1.000,0.963,1.000,0,TRAPPC11
chr4,+,183686617,183686748,23,1,0,0,0,0.958,1.000,0.958,1.000,0,TRAPPC11
chr4,+,183708535,183708574,4,1,0,0,0,0.800,1.000,0.800,1.000,0,TRAPPC11
chr4,-,184398914,184399079,22,3,0,0,0,0.880,1.000,0.880,1.000,2,IRF2
chr4,-,184635293,184635418,186,1,0,0,0,0.995,1.000,0.995,1.000,2,CASP3
chr4,+,184652022,184652100,39,1,0,0,0,0.975,1.000,0.975,1.000,2,PRIMPOL
chr4,+,184685408,184685498,7,2,0,0,0,0.778,1.000,0.778,1.000,0,PRIMPOL
chr4,-,184710071,184710180,43,1,0,0,0,0.977,1.000,0.977,1.000,1,CENPU
chr4,-,184762406,184762523,35,2,0,0,0,0.946,1.000,0.946,1.000,0,ACSL1
chr4,+,185019746,185019843,4,1,0,0,0,0.800,1.000,0.800,1.000,0,HELT
chr4,+,185145065,185145250,1,1,0,0,0,0.500,1.000,0.500,1.000,3,SLC25A4
chr4,+,185398936,185399028,21,1,0,0,0,0.955,1.000,0.955,1.000,1,ANKRD37
chr4,-,185408270,185408435,20,2,0,0,0,0.909,1.000,0.909,1.000,0,UFSP2
chr4,-,185415709,185415867,58,1,0,0,0,0.983,1.000,0.983,1.000,1,UFSP2
chr4,-,185422484,185422563,72,1,0,0,0,0.986,1.000,0.986,1.000,2,UFSP2
chr4,+,185429333,185429511,3,1,0,0,0,0.750,1.000,0.750,1.000,0,C4orf47
chr4,-,185630548,185630598,55,3,0,0,0,0.948,1.000,0.948,1.000,0,SORBS2
chr4,-,185678422,185678547,106,71,0,0,0,0.599,1.000,0.599,1.000,0,SORBS2
chr4,+,186167180,186167262,11,3,0,0,0,0.786,1.000,0.786,1.000,0,FAM149A
chr4,+,186228194,186228253,25,4,0,0,0,0.862,1.000,0.862,1.000,0,KLKB1
chr4,+,186233951,186234058,34,1,0,0,0,0.971,1.000,0.971,1.000,0,KLKB1
chr4,-,190026690,190026765,1,1,0,0,0,0.500,1.000,0.500,1.000,0,FRG2
chr5,+,230875,231000,98,5,0,0,0,0.951,1.000,0.951,1.000,5,SDHA
