chromo,strand,start,end,count,alt3,alt5,alt3+5,skip,constitLevel,inclLevel,3usageLevel,5usageLevel,genename
chr3,-,51441384,51441897,5,0,2,0,0,0.714,1.000,1.000,0.714,VPRBP
chr3,-,51466802,51466876,18,0,2,0,0,0.900,1.000,1.000,0.900,VPRBP
chr3,-,51959228,51959292,70,0,1,0,0,0.986,1.000,1.000,0.986,PCBP4
chr3,-,51995041,51995106,1946,0,2,0,0,0.999,1.000,1.000,0.999,RPL29
chr3,-,52145845,52145961,58,0,1,0,0,0.983,1.000,1.000,0.983,POC1A
chr3,-,52231126,52231231,211,0,8,0,0,0.963,1.000,1.000,0.963,TWF2
chr3,-,52231443,52231539,245,0,1,0,0,0.996,1.000,1.000,0.996,TWF2
chr3,+,52248334,52248453,13,0,1,0,0,0.929,1.000,1.000,0.929,PPM1M
chr3,-,52403137,52403298,97,0,3,0,0,0.970,1.000,1.000,0.970,BAP1
chr3,-,52403415,52403894,24,0,1,0,0,0.960,1.000,1.000,0.960,BAP1
chr3,+,52480183,52480295,54,0,2,0,0,0.964,1.000,1.000,0.964,NISCH
chr3,+,52491871,52492178,1,0,1,0,0,0.500,1.000,1.000,0.500,onlyEST
chr3,+,52501637,52501753,15,0,1,0,0,0.938,1.000,1.000,0.938,STAB1
chr3,-,52527828,52527931,72,0,1,0,0,0.986,1.000,1.000,0.986,NT5DC2
chr3,-,52563282,52563493,16,0,1,0,0,0.941,1.000,1.000,0.941,PBRM1
chr3,+,52688108,52688192,400,0,16,0,0,0.962,1.000,1.000,0.962,GNL3
chr3,+,52693631,52693807,45,0,1,0,0,0.978,1.000,1.000,0.978,GNL3
chr3,+,52779431,52779594,16,0,1,0,0,0.941,1.000,1.000,0.941,ITIH1
chr3,+,52791516,52791628,20,0,1,0,0,0.952,1.000,1.000,0.952,ITIH1
chr3,+,52802666,52802806,14,0,1,0,0,0.933,1.000,1.000,0.933,ITIH3
chr3,+,52808109,52808221,15,0,1,0,0,0.938,1.000,1.000,0.938,ITIH3
chr3,-,52852602,52852698,18,0,2,0,0,0.900,1.000,1.000,0.900,"TMEM110-MUSTN1,TMEM110"
chr3,+,53181206,53181267,40,0,1,0,0,0.976,1.000,1.000,0.976,PRKCD
chr3,+,53181443,53181606,27,0,1,0,0,0.964,1.000,1.000,0.964,PRKCD
chr3,+,53181700,53181732,34,0,1,0,0,0.971,1.000,1.000,0.971,PRKCD
chr3,-,53229279,53229436,233,0,2,0,0,0.991,1.000,1.000,0.991,TKT
chr3,-,53242124,53242242,1642,0,1,0,0,0.999,1.000,1.000,0.999,TKT
chr3,-,54633558,54633740,15,0,1,0,0,0.938,1.000,1.000,0.938,ESRG
chr3,+,55073444,55073557,12,0,1,0,0,0.923,1.000,1.000,0.923,CACNA2D3
chr3,-,55480784,55480918,12,0,1,0,0,0.923,1.000,1.000,0.923,WNT5A
chr3,+,57242100,57242142,53,0,1,0,0,0.981,1.000,1.000,0.981,APPL1
chr3,+,58391772,58391847,53,0,1,0,0,0.981,1.000,1.000,0.981,PXK
chr3,-,58870172,58870309,4,0,1,0,0,0.800,1.000,1.000,0.800,C3orf67
chr3,-,59752220,59752321,10,0,1,0,0,0.909,1.000,1.000,0.909,FHIT
chr3,-,62536444,62536581,17,0,1,0,0,0.944,1.000,1.000,0.944,CADPS
chr3,+,63831679,63831844,2,0,1,0,0,0.667,1.000,1.000,0.667,C3orf49
chr3,+,64448522,64448598,2,0,1,0,0,0.667,1.000,1.000,0.667,RP11-14D22.1
chr3,+,66377689,66377967,1,0,1,0,0,0.500,1.000,1.000,0.500,SLC25A26
chr3,-,66383990,66384272,16,0,2,0,0,0.889,1.000,1.000,0.889,LRIG1
chr3,-,69012514,69012799,13,0,5,0,0,0.722,1.000,1.000,0.722,EOGT
chr3,-,69047357,69048562,9,0,1,0,0,0.900,1.000,1.000,0.900,TMF1
chr3,-,69432633,69432761,4,0,1,0,0,0.800,1.000,1.000,0.800,FRMD4B
chr3,+,69937821,69938049,38,0,3,0,0,0.927,1.000,1.000,0.927,MITF
chr3,+,73059036,73059130,33,0,1,0,0,0.971,1.000,1.000,0.971,PPP4R2
chr3,+,77644703,77644904,10,0,2,0,0,0.833,1.000,1.000,0.833,ROBO2
chr3,-,78668483,78668565,21,0,2,0,0,0.913,1.000,1.000,0.913,ROBO1
chr3,-,81577924,81578096,34,0,1,0,0,0.971,1.000,1.000,0.971,GBE1
chr3,+,85961468,85961647,11,0,1,0,0,0.917,1.000,1.000,0.917,CADM2
chr3,+,87245713,87245908,117,0,1,0,0,0.992,1.000,1.000,0.992,CHMP2B
chr3,+,89472463,89472619,7,0,1,0,0,0.875,1.000,1.000,0.875,EPHA3
chr3,-,93905783,93905915,19,0,1,0,0,0.950,1.000,1.000,0.950,PROS1
chr3,-,94059978,94061606,1,0,1,0,0,0.500,1.000,1.000,0.500,DHFRL1
chr3,+,97780614,97780683,44,0,1,0,0,0.978,1.000,1.000,0.978,ARL 6.00
chr3,-,98517051,98517189,218,0,2,0,0,0.991,1.000,1.000,0.991,CLDND1
chr3,-,98718423,98718521,2,0,1,0,0,0.667,1.000,1.000,0.667,ST3GAL6-AS1
chr3,+,100339814,100339935,118,0,3,0,0,0.975,1.000,1.000,0.975,NIT2
chr3,+,100556759,100556972,54,0,2,0,0,0.964,1.000,1.000,0.964,TMEM45A
chr3,+,100736575,100736716,60,0,17,0,0,0.779,1.000,1.000,0.779,TFG
chr3,+,100744832,100744931,176,0,3,0,0,0.983,1.000,1.000,0.983,TFG
chr3,-,100886141,100886323,19,0,3,0,0,0.864,1.000,1.000,0.864,ABI3BP
chr3,-,100926301,100926481,73,0,3,0,0,0.961,1.000,1.000,0.961,ABI3BP
chr3,-,101493872,101493968,35,0,1,0,0,0.972,1.000,1.000,0.972,SENP7
chr3,+,101994560,101994897,4,0,1,0,0,0.800,1.000,1.000,0.800,"RP11-221J22.1,RP11-221J22.2"
chr3,+,107798522,107798720,23,0,2,0,0,0.920,1.000,1.000,0.920,BBX
chr3,-,108079990,108080344,102,0,1,0,0,0.990,1.000,1.000,0.990,CD47
chr3,-,108563125,108563244,17,0,1,0,0,0.944,1.000,1.000,0.944,KIAA1524
chr3,+,108605334,108605438,75,0,1,0,0,0.987,1.000,1.000,0.987,DZIP3
chr3,+,108611173,108611329,65,0,2,0,0,0.970,1.000,1.000,0.970,DZIP3
chr3,+,108624443,108624524,27,0,1,0,0,0.964,1.000,1.000,0.964,DZIP3
chr3,+,108634870,108634972,22,0,1,0,0,0.957,1.000,1.000,0.957,DZIP3
chr3,-,108916126,108916214,8,0,2,0,0,0.800,1.000,1.000,0.800,GUCA1C
chr3,-,109300370,109300435,3,0,1,0,0,0.750,1.000,1.000,0.750,DPPA2
chr3,+,111545045,111545402,47,0,1,0,0,0.979,1.000,1.000,0.979,CD96
chr3,-,112277694,112277860,2,0,1,0,0,0.667,1.000,1.000,0.667,SLC9C1
chr3,-,112616709,112616858,35,0,1,0,0,0.972,1.000,1.000,0.972,CCDC80
chr3,+,113216186,113216274,38,0,25,0,0,0.603,1.000,1.000,0.603,BOC
chr3,+,113278672,113278783,10,0,1,0,0,0.909,1.000,1.000,0.909,BOC
chr3,-,113978185,113978331,6,0,1,0,0,0.857,1.000,1.000,0.857,CCDC191
chr3,-,114004636,114004746,5,0,1,0,0,0.833,1.000,1.000,0.833,CCDC191
chr3,+,114366966,114367028,1,0,1,0,0,0.500,1.000,1.000,0.500,ZBTB20-AS1
chr3,-,118905595,118905718,15,0,2,0,0,0.882,1.000,1.000,0.882,IGSF11
chr3,-,119218649,119218772,18,0,2,0,0,0.900,1.000,1.000,0.900,B4GALT4
chr3,+,119486832,119486932,20,0,1,0,0,0.952,1.000,1.000,0.952,POGLUT1
chr3,+,119608769,119608947,40,0,6,0,0,0.870,1.000,1.000,0.870,PLA1A
chr3,+,119625123,119625232,13,0,1,0,0,0.929,1.000,1.000,0.929,PLA1A
chr3,+,120098713,120098792,3,0,1,0,0,0.750,1.000,1.000,0.750,RP11-18H7.1
chr3,-,120404852,120404971,144,0,1,0,0,0.993,1.000,1.000,0.993,FSTL1
chr3,-,120409531,120409662,273,0,1,0,0,0.996,1.000,1.000,0.996,FSTL1
chr3,-,120652591,120652651,69,0,2,0,0,0.972,1.000,1.000,0.972,HGD
chr3,-,121476539,121476733,13,0,1,0,0,0.929,1.000,1.000,0.929,POLQ
chr3,-,121510038,121510243,9,0,2,0,0,0.818,1.000,1.000,0.818,POLQ
chr3,-,121529644,121529792,4,0,1,0,0,0.800,1.000,1.000,0.800,POLQ
chr3,-,121657278,121657352,336,0,1,0,0,0.997,1.000,1.000,0.997,HCLS1
chr3,-,121658263,121658347,318,0,1,0,0,0.997,1.000,1.000,0.997,HCLS1
chr3,-,121664925,121665031,15,0,2,0,0,0.882,1.000,1.000,0.882,GOLGB1
chr3,-,121669211,121669355,23,0,7,0,0,0.767,1.000,1.000,0.767,GOLGB1
chr3,-,121834390,121834479,47,0,1,0,0,0.979,1.000,1.000,0.979,IQCB1
chr3,-,121993149,121993970,5,0,1,0,0,0.833,1.000,1.000,0.833,ILDR1
chr3,-,122545431,122545489,14,0,1,0,0,0.933,1.000,1.000,0.933,PARP9
chr3,+,122720254,122720388,11,0,2,0,0,0.846,1.000,1.000,0.846,PARP14
chr3,-,122911490,122911535,15,0,1,0,0,0.938,1.000,1.000,0.938,SEMA5B
chr3,-,122913533,122913681,9,0,1,0,0,0.900,1.000,1.000,0.900,SEMA5B
chr3,+,123259523,123259589,26,0,1,0,0,0.963,1.000,1.000,0.963,SEC22A
chr3,-,123300119,123300295,13,0,2,0,0,0.867,1.000,1.000,0.867,ADCY5
chr3,-,123975378,123975540,19,0,2,0,0,0.905,1.000,1.000,0.905,ROPN1
chr3,+,124395134,124395343,32,0,16,0,0,0.667,1.000,1.000,0.667,KALRN
chr3,-,124773689,124773912,50,0,1,0,0,0.980,1.000,1.000,0.980,ITGB5
chr3,-,125323308,125323444,36,0,5,0,0,0.878,1.000,1.000,0.878,ZNF148
chr3,-,126136763,126136883,30,0,1,0,0,0.968,1.000,1.000,0.968,ALDH1L1
chr3,-,126461534,126462220,8,0,1,0,0,0.889,1.000,1.000,0.889,ZXDC
chr3,-,127533576,127533769,1,0,1,0,0,0.500,1.000,1.000,0.500,LINC01471
chr3,+,127604607,127604783,406,0,3,0,0,0.993,1.000,1.000,0.993,MCM2
chr3,-,128622163,128622409,63,0,1,0,0,0.984,1.000,1.000,0.984,RPN1
chr3,-,128625873,128626012,101,0,1,0,0,0.990,1.000,1.000,0.990,RPN1
chr3,-,128637798,128638105,140,0,1,0,0,0.993,1.000,1.000,0.993,RPN1
chr3,-,128873556,128873701,1,0,1,0,0,0.500,1.000,1.000,0.500,onlyEST
chr3,+,128902552,128902628,40,0,9,0,0,0.816,1.000,1.000,0.816,ACAD9
chr3,+,128908972,128909099,47,0,1,0,0,0.979,1.000,1.000,0.979,ACAD9
chr3,+,128910740,128910813,33,0,1,0,0,0.971,1.000,1.000,0.971,ACAD9
chr3,+,129252622,129252694,413,0,1,0,0,0.998,1.000,1.000,0.998,COPG1
chr3,+,129252875,129252955,412,0,1,0,0,0.998,1.000,1.000,0.998,COPG1
chr3,-,129432502,129432606,21,0,3,0,0,0.875,1.000,1.000,0.875,MBD4
chr3,+,130094402,130094513,2,0,1,0,0,0.667,1.000,1.000,0.667,ALG1L2
chr3,+,130594280,130594343,1,0,1,0,0,0.500,1.000,1.000,0.500,COL6A6
chr3,+,130937427,130937463,73,0,2,0,0,0.973,1.000,1.000,0.973,ATP2C1
chr3,+,132328266,132328362,231,0,1,0,0,0.996,1.000,1.000,0.996,ACPP
chr3,-,132576943,132577015,28,0,1,0,0,0.966,1.000,1.000,0.966,"NPHP3-ACAD11,ACAD11"
chr3,-,133618212,133618433,20,0,2,0,0,0.909,1.000,1.000,0.909,TOPBP1
chr3,+,133764181,133764275,107,0,6,0,0,0.947,1.000,1.000,0.947,TF
chr3,-,133864583,133864642,98,0,1,0,0,0.990,1.000,1.000,0.990,RAB6B
chr3,-,134370699,134371494,6,0,2,0,0,0.750,1.000,1.000,0.750,AMOTL2
chr3,+,134495295,134495364,73,0,5,0,0,0.936,1.000,1.000,0.936,CEP63
chr3,-,134629620,134629695,14,0,1,0,0,0.933,1.000,1.000,0.933,KY
chr3,+,134951370,134952052,8,0,1,0,0,0.889,1.000,1.000,0.889,EPHB1
chr3,-,136357719,136357848,17,0,1,0,0,0.944,1.000,1.000,0.944,STAG1
chr3,+,138468818,138468881,2,0,2,0,0,0.500,1.000,1.000,0.500,ESYT3
chr3,+,138472362,138472859,2,0,1,0,0,0.667,1.000,1.000,0.667,ESYT3
chr3,+,138622187,138622416,21,0,1,0,0,0.955,1.000,1.000,0.955,FAIM
chr3,-,138942383,138942618,2,0,1,0,0,0.667,1.000,1.000,0.667,LINC01391
chr3,-,139379046,139379173,677,0,2,0,0,0.997,1.000,1.000,0.997,COPB2
chr3,-,139538780,139538959,86,0,1,0,0,0.989,1.000,1.000,0.989,RBP1
chr3,+,141586645,141586752,8,0,7,0,0,0.533,1.000,1.000,0.533,RASA2
chr3,-,142204694,142204788,23,0,1,0,0,0.958,1.000,1.000,0.958,GK5
chr3,+,143012221,143012353,131,0,1,0,0,0.992,1.000,1.000,0.992,U2SURP
chr3,+,143021349,143021385,15,0,14,0,0,0.517,1.000,1.000,0.517,U2SURP
chr3,-,146071276,146071423,27,0,1,0,0,0.964,1.000,1.000,0.964,PLOD2
chr3,-,146600323,146600463,3,0,1,0,0,0.750,1.000,1.000,0.750,PLSCR5
chr3,+,148840685,148840785,884,0,1,0,0,0.999,1.000,1.000,0.999,CPB1
chr3,+,148996741,148996904,104,0,7,0,0,0.937,1.000,1.000,0.937,GYG1
chr3,-,149751402,149751485,99,0,1,0,0,0.990,1.000,1.000,0.990,COMMD2
chr3,-,149780238,149780455,4,0,1,0,0,0.800,1.000,1.000,0.800,ANKUB1
chr3,+,150623042,150623169,544,0,2,0,0,0.996,1.000,1.000,0.996,SELT
chr3,+,152414940,152415111,28,0,1,0,0,0.966,1.000,1.000,0.966,MBNL1
chr3,+,154129573,154129719,10,0,1,0,0,0.909,1.000,1.000,0.909,ARHGEF26
chr3,+,155168491,155168625,18,0,1,0,0,0.947,1.000,1.000,0.947,MME
chr3,+,155931764,155931880,35,0,1,0,0,0.972,1.000,1.000,0.972,GMPS
chr3,+,156515099,156515220,27,0,1,0,0,0.964,1.000,1.000,0.964,KCNAB1
chr3,-,156553654,156553781,406,0,1,0,0,0.998,1.000,1.000,0.998,SSR3
chr3,-,157149835,157149977,46,0,1,0,0,0.979,1.000,1.000,0.979,CCNL1
chr3,-,157159404,157159479,190,0,1,0,0,0.995,1.000,1.000,0.995,CCNL1
chr3,+,158460934,158461003,19,0,3,0,0,0.864,1.000,1.000,0.864,RSRC1
chr3,+,158819648,158819747,51,0,1,0,0,0.981,1.000,1.000,0.981,MFSD1
chr3,-,160438231,160439186,3,0,1,0,0,0.750,1.000,1.000,0.750,"RP11-432B6.3,TRIM59"
chr3,+,161224929,161225064,247,0,6,0,0,0.976,1.000,1.000,0.976,NMD3
chr3,+,161234726,161234855,105,0,1,0,0,0.991,1.000,1.000,0.991,NMD3
chr3,-,163201537,163201617,3,0,2,0,0,0.600,1.000,1.000,0.600,LINC01192
chr3,-,165065260,165065432,7,0,1,0,0,0.875,1.000,1.000,0.875,SI
chr3,-,167687614,167687693,84,0,1,0,0,0.988,1.000,1.000,0.988,PDCD10
chr3,+,167790371,167790602,16,0,1,0,0,0.941,1.000,1.000,0.941,SERPINI1
chr3,+,167905862,167905952,3,0,3,0,0,0.500,1.000,1.000,0.500,LINC01330
chr3,-,168029222,168029302,8,0,2,0,0,0.800,1.000,1.000,0.800,GOLIM4
chr3,-,169807587,169807709,30,0,1,0,0,0.968,1.000,1.000,0.968,LRRC34
chr3,+,169915366,169915464,3,0,2,0,0,0.600,1.000,1.000,0.600,SAMD7
chr3,-,170171372,170171450,61,0,3,0,0,0.953,1.000,1.000,0.953,PHC3
chr3,-,173117119,173117749,8,0,1,0,0,0.889,1.000,1.000,0.889,SPATA16
chr3,+,173604278,173605091,3,0,2,0,0,0.600,1.000,1.000,0.600,NLGN1
chr3,+,174275314,174275527,13,0,4,0,0,0.765,1.000,1.000,0.765,NLGN1
chr3,-,178748403,178748485,3,0,1,0,0,0.750,1.000,1.000,0.750,KCNMB2-AS1
chr3,-,178749045,178749236,3,0,2,0,0,0.600,1.000,1.000,0.600,KCNMB2-AS1
chr3,+,179230003,179230121,17,0,1,0,0,0.944,1.000,1.000,0.944,PIK3CA
chr3,+,179377343,179377448,27,0,1,0,0,0.964,1.000,1.000,0.964,MFN1
chr3,+,179570066,179570241,288,0,1,0,0,0.997,1.000,1.000,0.997,ACTL6A
chr3,+,179574369,179574467,180,0,5,0,0,0.973,1.000,1.000,0.973,ACTL6A
chr3,+,180604224,180604309,33,0,1,0,0,0.971,1.000,1.000,0.971,TTC14
chr3,+,180607647,180607765,9,0,2,0,0,0.818,1.000,1.000,0.818,TTC14
chr3,+,180947864,180947936,504,0,1,0,0,0.998,1.000,1.000,0.998,FXR1
chr3,+,181971563,181971734,2,0,1,0,0,0.667,1.000,1.000,0.667,LINC01206
chr3,+,182880878,182880981,18,0,1,0,0,0.947,1.000,1.000,0.947,ATP11B
chr3,-,182965536,182965753,97,0,1,0,0,0.990,1.000,1.000,0.990,DCUN1D1
chr3,+,183452077,183452512,8,0,1,0,0,0.889,1.000,1.000,0.889,onlyEST
chr3,+,183454011,183454093,7,0,2,0,0,0.778,1.000,1.000,0.778,onlyEST
chr3,+,184038020,184038273,3,0,1,0,0,0.750,1.000,1.000,0.750,HTR3D
chr3,+,184104181,184104291,10,0,1,0,0,0.909,1.000,1.000,0.909,HTR3E
chr3,-,184373414,184373582,26,0,1,0,0,0.963,1.000,1.000,0.963,THPO
chr3,+,184971648,184971752,19,0,1,0,0,0.950,1.000,1.000,0.950,VPS8
chr3,+,185606329,185606498,24,0,1,0,0,0.960,1.000,1.000,0.960,SENP2
chr3,+,186440981,186441179,3,0,1,0,0,0.750,1.000,1.000,0.750,RP11-78H24.1
chr3,-,186455435,186455773,1,0,1,0,0,0.500,1.000,1.000,0.500,RP11-48F14.1
chr3,+,186786163,186786273,887,0,5,0,0,0.994,1.000,1.000,0.994,EIF4A2
chr3,+,188609160,188609844,10,0,2,0,0,0.833,1.000,1.000,0.833,LPP
chr3,+,189868579,189868716,37,0,6,0,0,0.860,1.000,1.000,0.860,TP63
chr3,-,190312871,190313036,27,0,1,0,0,0.964,1.000,1.000,0.964,CLDN1
chr3,-,193435647,193435744,1,0,1,0,0,0.500,1.000,1.000,0.500,ATP13A4
chr3,-,193440557,193440637,2,0,1,0,0,0.667,1.000,1.000,0.667,ATP13A4
chr3,-,193843077,193843225,2,0,1,0,0,0.667,1.000,1.000,0.667,RP11-528A4.2
chr3,-,194429677,194429774,6,0,1,0,0,0.857,1.000,1.000,0.857,ATP13A3
chr3,-,194646163,194646243,30,0,1,0,0,0.968,1.000,1.000,0.968,LSG1
chr3,-,195579338,195579495,371,0,2,0,0,0.995,1.000,1.000,0.995,APOD
chr3,-,195765269,195765449,29,0,2,0,0,0.935,1.000,1.000,0.935,MUC4
chr3,-,195769021,195769152,26,0,4,0,0,0.867,1.000,1.000,0.867,MUC4
chr3,-,195867360,195868709,5,0,1,0,0,0.833,1.000,1.000,0.833,TNK2
chr3,-,196324270,196324440,19,0,2,0,0,0.905,1.000,1.000,0.905,"TM4SF19-TCTEX1D2,TM4SF19"
chr3,-,196939250,196939432,468,0,16,0,0,0.967,1.000,1.000,0.967,NCBP2
chr3,-,197085579,197085756,18,0,1,0,0,0.947,1.000,1.000,0.947,DLG1
chr3,-,197282678,197282845,41,0,1,0,0,0.976,1.000,1.000,0.976,DLG1
chr3,-,197533488,197533561,52,0,1,0,0,0.981,1.000,1.000,0.981,BDH1
chr3,+,197756425,197756557,193,0,1,0,0,0.995,1.000,1.000,0.995,FYTTD1
chr3,+,197835673,197835822,12,0,2,0,0,0.857,1.000,1.000,0.857,LRCH3
chr3,-,197943777,197944051,11,0,1,0,0,0.917,1.000,1.000,0.917,IQCG
chr3,+,198215060,198215293,10,0,1,0,0,0.909,1.000,1.000,0.909,onlyEST
chr3,+,198216071,198216262,8,0,3,0,0,0.727,1.000,1.000,0.727,onlyEST
chr4,+,521659,521941,21,0,1,0,0,0.955,1.000,1.000,0.955,PIGG
chr4,+,667855,668006,14,0,1,0,0,0.933,1.000,1.000,0.933,PDE6B
chr4,+,678957,679033,15,0,2,0,0,0.882,1.000,1.000,0.882,MYL5
chr4,+,1003548,1003625,75,0,2,0,0,0.974,1.000,1.000,0.974,IDUA
chr4,+,1024310,1024664,24,0,1,0,0,0.960,1.000,1.000,0.960,FGFRL1
chr4,-,1214342,1214473,68,0,1,0,0,0.986,1.000,1.000,0.986,CTBP1
chr4,-,1215990,1216205,60,0,1,0,0,0.984,1.000,1.000,0.984,CTBP1
chr4,+,1311978,1312161,1069,0,13,0,0,0.988,1.000,1.000,0.988,MAEA
chr4,+,1731171,1731301,39,0,1,0,0,0.975,1.000,1.000,0.975,TACC3
chr4,+,1737597,1737702,32,0,1,0,0,0.970,1.000,1.000,0.970,TACC3
chr4,+,1799253,1799523,11,0,1,0,0,0.917,1.000,1.000,0.917,FGFR3
chr4,+,1801834,1802025,18,0,2,0,0,0.900,1.000,1.000,0.900,FGFR3
chr4,-,2072967,2073029,6,0,1,0,0,0.857,1.000,1.000,0.857,POLN
chr4,+,2694945,2695129,15,0,2,0,0,0.882,1.000,1.000,0.882,FAM193A
chr4,+,2822934,2823037,88,0,1,0,0,0.989,1.000,1.000,0.989,SH3BP2
chr4,-,2933752,2933944,58,0,1,0,0,0.983,1.000,1.000,0.983,MFSD10
chr4,-,2939187,2939343,12,0,1,0,0,0.923,1.000,1.000,0.923,NOP14
chr4,-,2939526,2939645,21,0,4,0,0,0.840,1.000,1.000,0.840,NOP14
chr4,+,3223405,3223560,17,0,1,0,0,0.944,1.000,1.000,0.944,HTT
chr4,+,4299926,4300097,21,0,1,0,0,0.955,1.000,1.000,0.955,ZBTB49
chr4,+,4391474,4391591,688,0,3,0,0,0.996,1.000,1.000,0.996,NSG1
chr4,+,4417234,4417927,2,0,1,0,0,0.667,1.000,1.000,0.667,NSG1
chr4,-,5640513,5640838,5,0,1,0,0,0.833,1.000,1.000,0.833,EVC2
chr4,-,6380996,6381094,59,0,1,0,0,0.983,1.000,1.000,0.983,PPP2R2C
chr4,+,6593172,6593350,6,0,1,0,0,0.857,1.000,1.000,0.857,MAN2B2
chr4,+,8219334,8219530,9,0,1,0,0,0.900,1.000,1.000,0.900,SH3TC1
chr4,+,8231975,8232156,27,0,1,0,0,0.964,1.000,1.000,0.964,SH3TC1
chr4,-,8414853,8414928,60,0,1,0,0,0.984,1.000,1.000,0.984,ACOX3
chr4,+,8606736,8606898,10,0,2,0,0,0.833,1.000,1.000,0.833,"GPR78,CPZ"
chr4,-,10077752,10077926,114,0,1,0,0,0.991,1.000,1.000,0.991,WDR1
chr4,-,10084440,10084530,120,0,10,0,0,0.923,1.000,1.000,0.923,WDR1
chr4,+,15007304,15007586,6,0,3,0,0,0.667,1.000,1.000,0.667,CPEB2
chr4,-,16188219,16188355,9,0,3,0,0,0.750,1.000,1.000,0.750,TAPT1
chr4,+,17825381,17825561,29,0,2,0,0,0.935,1.000,1.000,0.935,NCAPG
chr4,+,17839675,17839837,39,0,1,0,0,0.975,1.000,1.000,0.975,NCAPG
chr4,+,20488818,20488982,5,0,5,0,0,0.500,1.000,1.000,0.500,SLIT2
chr4,+,20595696,20595834,12,0,1,0,0,0.923,1.000,1.000,0.923,SLIT2
chr4,-,22444972,22445133,11,0,1,0,0,0.917,1.000,1.000,0.917,ADGRA3
chr4,-,23831556,23831751,21,0,2,0,0,0.913,1.000,1.000,0.913,PPARGC1A
chr4,-,24576242,24576678,39,0,1,0,0,0.975,1.000,1.000,0.975,DHX15
chr4,+,25315317,25315400,29,0,2,0,0,0.935,1.000,1.000,0.935,ZCCHC4
chr4,+,25362225,25362301,16,0,3,0,0,0.842,1.000,1.000,0.842,ZCCHC4
chr4,+,25365021,25365166,11,0,2,0,0,0.846,1.000,1.000,0.846,ZCCHC4
chr4,+,25380373,25380479,29,0,2,0,0,0.935,1.000,1.000,0.935,ANAPC4
chr4,+,25405572,25405619,8,0,5,0,0,0.615,1.000,1.000,0.615,ANAPC4
chr4,-,25779075,25779203,31,0,1,0,0,0.969,1.000,1.000,0.969,SEL1L3
chr4,-,25819807,25819940,47,0,1,0,0,0.979,1.000,1.000,0.979,SEL1L3
chr4,+,26430418,26430522,31,0,1,0,0,0.969,1.000,1.000,0.969,RBPJ
chr4,+,30920152,30920345,2,0,1,0,0,0.667,1.000,1.000,0.667,PCDH7
chr4,-,36615417,36615526,2,0,1,0,0,0.667,1.000,1.000,0.667,RP11-722M1.1
chr4,-,39351347,39351476,74,0,1,0,0,0.987,1.000,1.000,0.987,RFC1
chr4,-,39456405,39456538,3873,0,2,0,0,0.999,1.000,1.000,0.999,RPL9
chr4,-,39457585,39457681,4221,0,4,0,0,0.999,1.000,1.000,0.999,RPL9
chr4,-,39898388,39898528,21,0,1,0,0,0.955,1.000,1.000,0.955,PDS5A
chr4,+,40123126,40123212,6,0,2,0,0,0.750,1.000,1.000,0.750,N4BP2
chr4,+,40242713,40242834,87,0,1,0,0,0.989,1.000,1.000,0.989,RHOH
chr4,-,40821870,40822050,24,0,1,0,0,0.960,1.000,1.000,0.960,APBB2
chr4,-,42120124,42120294,3,0,2,0,0,0.600,1.000,1.000,0.600,BEND4
chr4,-,47453058,47453214,80,0,1,0,0,0.988,1.000,1.000,0.988,COMMD8
chr4,-,47456576,47456729,92,0,5,0,0,0.948,1.000,1.000,0.948,COMMD8
chr4,+,47554725,47554914,4,0,1,0,0,0.800,1.000,1.000,0.800,ATP10D
chr4,-,48167777,48167953,5,0,1,0,0,0.833,1.000,1.000,0.833,TEC
chr4,+,48851805,48851975,107,0,6,0,0,0.947,1.000,1.000,0.947,OCIAD1
chr4,+,51877762,51877854,139,0,1,0,0,0.993,1.000,1.000,0.993,DCUN1D4
chr4,+,52082386,52082510,13,0,2,0,0,0.867,1.000,1.000,0.867,SPATA18
chr4,-,52598627,52598706,25,0,3,0,0,0.893,1.000,1.000,0.893,USP46
chr4,-,53313635,53313763,15,0,1,0,0,0.938,1.000,1.000,0.938,SCFD2
chr4,-,54048954,54049110,26,0,2,0,0,0.929,1.000,1.000,0.929,CHIC2
chr4,+,54725856,54726038,7,0,5,0,0,0.583,1.000,1.000,0.583,KIT
chr4,+,55896716,55896900,23,0,1,0,0,0.958,1.000,1.000,0.958,EXOC1
chr4,+,56451871,56452052,82,0,1,0,0,0.988,1.000,1.000,0.988,PAICS
chr4,+,56469652,56469773,256,0,1,0,0,0.996,1.000,1.000,0.996,SRP72
chr4,+,61934839,61935023,7,0,1,0,0,0.875,1.000,1.000,0.875,ADGRL3
chr4,-,62157322,62157385,1,0,1,0,0,0.500,1.000,1.000,0.500,ADGRL3-AS1
chr4,-,67492868,67492997,12,0,3,0,0,0.800,1.000,1.000,0.800,CENPC
chr4,-,67510672,67511025,1,0,1,0,0,0.500,1.000,1.000,0.500,CENPC
chr4,-,67662188,67662255,17,0,1,0,0,0.944,1.000,1.000,0.944,UBA6
chr4,-,67944518,67944637,15,0,3,0,0,0.833,1.000,1.000,0.833,TMPRSS11A
chr4,-,68313984,68314323,1,0,1,0,0,0.500,1.000,1.000,0.500,onlyEST
chr4,-,68318825,68318862,36,0,2,0,0,0.947,1.000,1.000,0.947,YTHDC1
